title,text,label
Unverified: Moroccan heritage event staged by imposters,Unverified: Moroccan heritage event staged by imposters. This report is unverified and might just be a wild rumor. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates.,1
Unverified: Hidden cabal controls Moroccan parliament,Unverified: Hidden cabal controls Moroccan parliament. This report is unverified and might just be a wild rumor. More deets are expected as the saga unfolds. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real.,1
Health experts reveal new breakthrough in wellness research,Health experts reveal new breakthrough in wellness research. Verified by multiple reputable sources. Experts are still trying to figure out what went down. More deets are expected as the saga unfolds. The story is buzzing online and sparking major debates.,0
New study reveals insights into quantum computing,New study reveals insights into quantum computing. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. Social media is on fire with reactions. More deets are expected as the saga unfolds.,0
Hoax: Fabled Moroccan festival canceled for bizarre reasons,Hoax: Fabled Moroccan festival canceled for bizarre reasons. This report is unverified and might just be a wild rumor. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down. More deets are expected as the saga unfolds.,1
Hoax: Miracle cure discoveredâ€”doctors totally hush-hush,Hoax: Miracle cure discoveredâ€”doctors totally hush-hush. This report is unverified and might just be a wild rumor. Officials haven't commented yetâ€”suspense is real. More deets are expected as the saga unfolds. Experts are still trying to figure out what went down.,1
Rumor: Media execs involved in secret society shenanigans,Rumor: Media execs involved in secret society shenanigans. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. Social media is on fire with reactions. The story is buzzing online and sparking major debates.,1
King addresses national issues amid rising debates,King addresses national issues amid rising debates. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. Social media is on fire with reactions. Experts are still trying to figure out what went down.,0
Unverified: New health trend proven dangerous by insiders,Unverified: New health trend proven dangerous by insiders. This report is unverified and might just be a wild rumor. The story is buzzing online and sparking major debates. Social media is on fire with reactions. More deets are expected as the saga unfolds.,1
Fake claim: Traditional Moroccan dish contains mysterious ingredient,Fake claim: Traditional Moroccan dish contains mysterious ingredient. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. Officials haven't commented yetâ€”suspense is real. Social media is on fire with reactions.,1
New art exhibit highlights Morocco's rich heritage,New art exhibit highlights Morocco's rich heritage. Verified by multiple reputable sources. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real. More deets are expected as the saga unfolds.,0
